450905-7,0B943B-14,7085CA-14,2AD75E-14,1A9B20-7,BAAF62-7,75A2B6-7,DF309F-7,0BF51C-7,B85D75-7,180E1A-7,82CCF5-7,3F05F3-7,40067F-21,0E1F8E-14,E9CFE0,F8FF1A,56E219,77DA77,22CBD6,4F2EAD,062CD8
chr18:50319201-50319210,42,30,39,13,28,32,38,26,37,35,28,29,40,31,38,50,14,15,25,34,33,23
chr18:51751051-51751060,63,76,97,32,67,61,179,108,36,91,206,73,93,55,146,186,29,48,40,59,81,46
chr18:51751101-51751110,66,75,121,32,70,72,189,99,35,93,252,92,112,53,166,215,29,58,52,75,98,46
chr18:51884301-51884310,41,50,89,18,74,67,198,99,27,68,183,60,107,40,140,198,21,27,44,44,82,35
chr18:53257151-53257160,28,29,60,17,24,31,80,35,11,37,95,46,41,22,83,87,7,20,24,33,49,21
chr18:53257201-53257210,23,31,40,16,25,27,69,36,11,36,93,35,34,24,79,89,4,18,18,35,45,18
chr18:54305901-54305910,62,60,108,12,66,63,143,82,31,90,194,80,79,51,107,162,25,29,62,47,71,35
chr18:54305951-54305960,53,60,105,14,64,53,142,79,33,76,183,65,71,47,120,175,21,25,55,49,66,36
chr18:54306001-54306010,52,70,127,20,61,58,153,85,38,86,221,84,83,58,140,188,26,32,62,61,74,48
chr18:54318501-54318510,54,62,86,27,45,69,162,94,18,68,184,72,85,45,138,168,25,47,42,48,77,31
chr18:54318551-54318560,54,55,74,19,39,65,132,75,23,63,174,49,80,40,110,154,25,41,33,35,57,28
chr18:55253951-55253960,32,16,48,8,49,45,109,46,13,34,89,23,64,21,75,110,19,31,21,17,43,16
chr18:55289101-55289110,52,76,106,24,58,92,203,100,39,97,193,87,108,57,175,226,23,44,63,53,85,29
chr18:55289151-55289160,57,78,119,31,57,86,180,98,36,96,202,91,113,60,178,213,26,49,59,59,93,26
chr18:55289201-55289210,58,67,95,32,72,81,180,106,33,86,190,81,111,58,177,216,30,47,46,44,84,32
chr18:55297501-55297510,20,27,51,12,22,30,85,41,15,44,101,44,40,14,65,79,14,28,32,31,44,15
chr18:55297551-55297560,22,30,53,9,28,28,89,41,18,45,117,45,51,15,67,80,14,31,38,32,54,14
chr18:56325601-56325610,8,25,47,10,32,27,122,73,15,44,107,41,49,11,92,104,7,15,25,24,41,12
chr18:56806951-56806960,83,75,139,32,81,90,238,109,42,128,245,110,125,75,185,268,25,65,60,87,88,41
chr18:57572151-57572160,15,25,35,1,25,17,50,25,8,24,85,28,31,14,43,73,5,12,22,16,36,9
chr18:57572201-57572210,9,23,41,2,28,19,55,24,9,17,76,28,37,18,51,76,5,10,18,19,37,11
chr18:59854351-59854360,63,92,141,34,82,91,247,121,57,124,293,148,123,57,196,274,39,62,86,89,130,63
chr18:60088051-60088060,19,16,33,11,32,17,78,35,4,23,77,23,39,13,59,61,7,8,18,12,24,8
chr18:60194001-60194010,26,21,44,9,34,24,77,51,11,30,69,33,45,24,49,81,9,18,20,19,34,17
chr18:60251701-60251710,15,19,30,8,31,28,85,46,15,24,78,25,43,12,63,84,11,13,15,21,34,18
chr18:60251751-60251760,14,18,34,6,32,28,78,53,17,28,94,33,38,8,65,85,12,10,21,30,31,20
chr18:60537051-60537060,14,20,15,4,16,10,48,33,8,21,67,12,31,11,35,39,5,2,9,10,12,5
chr18:60742501-60742510,9,13,17,2,17,16,52,14,5,12,37,9,22,10,40,40,5,6,10,16,15,4
chr18:61034501-61034510,39,36,51,14,58,37,132,72,17,51,86,51,75,27,95,172,17,33,36,42,50,22
chr18:61089801-61089810,47,77,137,27,78,76,183,95,35,89,226,139,92,63,163,217,25,71,75,85,126,49
chr18:61637401-61637410,47,33,51,18,71,61,168,102,21,73,99,47,103,38,119,223,16,28,23,21,39,19
chr18:64885001-64885010,7,15,15,5,14,12,44,26,2,7,43,23,19,7,22,46,3,6,17,13,19,8
chr18:65085501-65085510,6,7,11,6,23,11,51,27,5,13,54,17,25,7,39,47,5,8,6,12,5,6
chr18:65184101-65184110,112,156,147,57,158,123,308,182,88,166,482,198,158,93,239,374,57,130,135,140,160,102
chr18:66382351-66382360,52,59,116,42,126,72,251,150,38,93,291,90,146,41,206,300,25,48,65,72,109,50
chr18:66382401-66382410,38,56,101,32,112,75,269,143,32,83,260,72,130,48,195,279,17,44,55,53,95,43
chr18:67602801-67602810,21,30,57,16,51,35,160,118,20,42,182,52,71,19,97,145,11,17,23,31,60,14
chr18:67602851-67602860,17,32,42,18,50,33,158,112,19,30,159,46,65,19,85,147,12,13,24,32,52,13
chr18:67873051-67873060,56,49,75,37,83,68,247,149,36,95,281,81,158,48,213,284,24,51,49,46,83,30
chr18:67873101-67873110,57,53,83,37,93,72,254,144,36,95,279,81,165,49,209,290,23,54,48,47,86,28
chr18:67873151-67873160,55,53,79,38,96,70,264,145,37,97,274,81,161,53,210,288,24,52,50,47,81,23
chr18:67873201-67873210,56,71,108,37,116,84,304,169,45,112,306,96,174,56,264,337,35,54,75,59,95,41
chr18:67873251-67873260,49,62,104,37,110,60,295,149,38,101,255,82,148,48,250,315,31,43,71,45,75,30
chr18:68326401-68326410,7,22,25,4,38,23,136,48,12,31,82,27,49,9,87,134,3,8,20,7,22,7
chr18:68326451-68326460,8,12,18,8,33,19,133,50,14,30,91,21,44,9,90,120,5,8,11,11,24,5
chr18:68449251-68449260,7,12,7,8,26,8,81,33,3,18,62,19,37,6,69,53,3,7,18,13,12,2
chr18:68449301-68449310,8,14,14,12,23,13,75,43,7,23,76,28,35,10,64,58,4,7,15,14,15,6
chr18:71863751-71863760,8,22,19,1,19,18,59,23,4,16,53,24,19,8,44,48,7,9,14,12,20,2
chr18:71959251-71959260,51,86,119,27,119,102,262,135,37,121,260,106,124,51,185,299,26,46,70,92,149,51
chr18:71959301-71959310,57,85,132,30,113,98,250,144,40,131,284,115,118,54,179,309,34,48,72,103,143,46
chr18:71959351-71959360,68,91,145,35,118,112,282,153,37,138,306,123,127,63,217,328,40,54,95,106,157,47
chr18:72040801-72040810,14,18,25,5,31,18,100,62,12,35,120,35,54,13,67,112,5,8,15,12,34,22
chr18:72040851-72040860,13,24,36,8,36,19,107,79,13,35,138,38,61,15,71,122,10,7,22,18,38,19
chr18:72040901-72040910,15,23,34,14,39,26,128,74,9,33,146,44,54,16,70,103,10,14,24,20,40,16
chr18:74204951-74204960,18,29,70,15,31,45,116,80,17,48,121,48,48,32,97,130,17,22,40,31,71,26
chr18:74433351-74433360,12,14,19,12,28,21,82,34,9,20,89,26,39,6,54,87,6,3,11,10,22,17
chr18:74634251-74634260,12,10,24,8,17,17,45,31,4,18,42,17,17,7,37,44,3,11,8,10,13,11
chr18:74695401-74695410,21,15,27,11,30,31,45,20,14,14,58,26,32,17,29,53,6,11,11,14,24,15
chr18:74840351-74840360,14,17,44,9,10,18,29,19,11,23,45,21,25,13,32,52,7,13,19,13,33,11
chr18:74840401-74840410,13,20,46,8,13,21,30,25,11,23,46,30,22,13,32,54,4,13,22,16,36,9
chr18:74919601-74919610,9,12,11,5,17,11,33,16,8,8,40,23,30,7,35,35,6,2,11,11,24,8
chr18:75612201-75612210,27,21,53,14,20,17,64,33,23,23,81,28,50,12,43,75,10,12,19,16,34,19
chr18:75612251-75612260,26,17,57,18,23,22,60,35,18,18,70,32,45,14,40,66,9,15,15,19,22,16
chr18:76960751-76960760,25,22,37,13,17,37,40,30,12,16,18,16,67,14,30,17,11,18,50,76,48,37
chr18:77748601-77748610,35,41,65,7,41,31,83,58,25,36,75,46,51,24,61,108,7,29,25,25,41,13
chr19:1095451-1095460,39,38,87,5,20,28,38,24,15,34,60,59,38,24,32,37,15,24,36,32,49,20
chr19:1885551-1885560,15,37,77,13,25,20,27,15,12,27,42,44,24,15,34,21,14,16,42,40,46,15
chr19:2085451-2085460,13,15,29,5,11,17,41,14,10,25,57,53,29,13,47,25,8,16,25,18,23,9
chr19:2085501-2085510,12,17,32,6,12,19,32,16,9,29,64,41,30,16,44,29,5,14,18,20,21,7
chr19:2702801-2702810,25,18,52,6,24,27,44,24,17,28,58,43,25,15,29,35,13,15,20,29,40,10
chr19:2740101-2740110,21,20,60,9,15,16,33,25,6,28,56,48,24,22,31,29,23,23,20,29,50,12
chr19:2783401-2783410,20,29,59,10,17,26,33,18,22,29,57,40,23,22,41,26,10,20,37,22,34,18
chr19:2785401-2785410,36,35,85,7,19,31,42,24,21,42,90,70,34,28,32,39,12,33,37,38,56,23
chr19:2819801-2819810,18,25,55,7,14,18,51,16,8,14,39,40,24,21,26,28,5,16,30,29,39,14
chr19:2841401-2841410,34,36,94,16,36,41,70,37,16,55,69,64,47,47,50,34,17,38,25,38,68,21
chr19:2945051-2945060,22,39,72,17,17,28,51,40,13,46,112,52,39,24,62,59,17,28,30,40,67,14
chr19:3506151-3506160,47,50,120,19,32,39,74,30,29,63,103,82,44,38,59,49,21,43,46,65,82,29
chr19:3572751-3572760,43,55,122,17,46,39,74,36,21,62,123,90,57,43,59,61,12,37,53,45,66,34
chr19:3987951-3987960,7,8,44,3,18,10,27,9,5,19,38,30,22,10,25,17,6,11,17,24,24,8
chr19:4400651-4400660,27,36,101,10,24,35,47,29,28,44,78,72,22,23,45,38,15,51,38,32,69,29
chr19:4402451-4402460,29,44,74,12,27,34,45,25,12,39,85,75,36,34,54,42,13,36,36,49,73,22
chr19:4457901-4457910,25,16,57,7,12,20,36,20,9,24,41,42,21,12,31,35,6,18,30,27,40,24
chr19:5978251-5978260,36,29,90,11,26,21,51,30,23,41,76,47,30,25,46,47,18,30,32,47,62,22
chr19:6110701-6110710,36,31,121,11,36,33,56,35,6,47,115,77,41,24,51,48,13,21,51,42,79,25
chr19:6199651-6199660,33,31,93,16,22,33,52,37,10,43,111,57,41,42,54,44,16,22,36,44,67,19
chr19:7633451-7633460,15,4,19,5,6,8,20,10,5,14,23,10,10,7,10,10,2,5,9,11,18,11
chr19:8478001-8478010,37,45,95,17,16,42,47,38,21,54,92,76,29,33,41,29,18,50,40,54,62,25
chr19:8478051-8478060,45,52,117,22,29,41,63,41,23,64,103,95,39,47,63,44,20,57,52,65,77,37
chr19:8478101-8478110,38,34,82,16,32,31,53,31,12,55,80,73,37,41,52,33,19,36,37,48,59,29
chr19:8509801-8509810,26,22,88,10,19,25,43,32,14,41,69,60,37,26,49,47,16,25,32,43,53,28
chr19:8579001-8579010,44,39,98,15,30,38,79,42,25,72,103,79,37,43,80,60,18,46,32,46,71,22
chr19:9879401-9879410,19,19,45,13,21,25,45,38,12,38,52,39,34,30,42,54,8,22,24,31,37,10
chr19:9945851-9945860,37,59,114,21,44,39,76,48,21,76,146,102,48,36,90,76,26,44,52,56,88,42
chr19:10230651-10230660,17,22,43,9,20,19,30,26,14,21,46,40,19,15,34,25,14,7,19,22,31,14
chr19:10384501-10384510,9,10,20,4,11,23,19,13,6,15,23,10,25,4,24,35,5,5,12,26,13,13
chr19:10491301-10491310,22,33,80,12,31,24,55,36,11,22,83,52,31,37,52,48,16,34,36,30,59,20
chr19:11266601-11266610,18,19,68,14,23,29,50,22,13,37,43,53,21,22,33,44,19,25,27,35,52,19
chr19:11640001-11640010,10,22,46,7,13,26,41,18,13,33,48,34,29,14,36,37,13,23,30,26,38,21
chr19:11708151-11708160,26,33,74,13,22,20,54,18,18,35,76,58,40,22,43,46,20,27,31,34,55,21
chr19:11708201-11708210,30,30,74,7,23,31,53,23,20,28,82,51,42,21,49,38,20,33,31,28,50,18
chr19:11849801-11849810,22,23,68,13,35,24,66,30,16,42,70,32,25,27,47,50,15,21,23,23,51,20
chr19:11925001-11925010,17,19,36,8,15,36,27,20,13,20,27,25,23,19,31,34,9,14,16,16,27,6
chr19:12273801-12273810,22,15,48,4,20,15,38,22,13,20,49,40,29,27,33,43,10,15,12,15,25,15
chr19:12273851-12273860,26,23,49,3,20,14,36,20,12,19,47,43,23,25,33,44,9,20,12,16,29,5
chr19:12444501-12444510,28,25,66,12,27,15,86,48,15,36,75,53,44,15,56,64,13,18,24,31,47,19
chr19:12444551-12444560,31,20,54,12,26,19,71,39,18,29,73,48,29,11,51,62,16,21,31,29,40,17
chr19:12551901-12551910,29,31,56,14,27,23,44,24,14,36,57,45,24,36,48,50,20,20,18,25,25,13
chr19:12551951-12551960,25,28,65,15,20,29,56,28,13,31,67,54,34,28,43,48,14,19,23,23,38,15
chr19:12606201-12606210,8,23,50,4,13,11,31,19,9,19,43,34,19,20,37,26,16,14,10,19,28,6
chr19:12662401-12662410,26,48,75,12,29,42,69,38,24,47,109,63,30,37,62,71,15,36,32,39,78,34
chr19:12721651-12721660,15,24,61,12,18,22,50,25,7,41,57,52,20,24,37,39,11,23,33,26,44,12
chr19:12721701-12721710,19,18,54,10,14,16,45,29,7,43,59,49,18,31,35,42,6,22,28,18,44,10
chr19:12792751-12792760,22,15,55,10,15,24,49,24,16,28,71,38,20,29,37,38,10,21,27,22,24,17
chr19:12845551-12845560,26,35,74,10,24,25,49,29,17,34,90,74,29,23,44,47,12,30,40,34,43,24
chr19:12848051-12848060,17,26,53,10,30,24,44,22,16,30,61,40,25,19,35,34,4,18,32,32,38,8
chr19:13001851-13001860,34,29,86,14,31,30,71,57,24,62,91,70,46,52,61,63,19,39,44,46,71,29
chr19:13030151-13030160,25,20,71,5,18,18,30,13,12,36,46,35,22,17,37,29,10,18,26,22,54,14
chr19:13030201-13030210,16,16,64,9,14,13,28,18,9,26,56,38,19,15,29,33,8,15,22,21,39,15
chr19:13056601-13056610,24,27,71,8,19,29,38,20,15,29,62,37,22,23,43,42,6,30,29,22,51,17
chr19:13842501-13842510,11,23,57,4,12,21,36,13,7,26,34,20,17,11,28,23,10,13,15,17,37,11
chr19:13858601-13858610,29,23,62,15,28,26,53,30,17,45,88,57,47,29,38,40,15,37,37,31,54,32
chr19:13858651-13858660,29,22,76,15,25,32,55,43,18,47,87,61,45,27,44,43,15,33,39,26,56,34
chr19:13885251-13885260,22,20,39,5,16,19,33,12,4,12,42,23,13,15,31,28,10,10,13,16,16,18
chr19:14063151-14063160,56,47,100,14,37,52,81,47,39,56,132,88,47,53,70,80,26,52,36,45,75,24
chr19:14063201-14063210,53,50,112,16,37,56,88,52,37,50,126,80,45,47,77,79,29,48,38,50,81,25
chr19:14192251-14192260,17,20,64,19,27,28,46,27,13,34,77,66,36,28,48,41,17,24,35,33,58,20
chr19:14530251-14530260,38,45,89,14,30,32,68,35,15,52,102,77,46,27,56,56,20,29,53,51,70,25
chr19:14800901-14800910,24,31,88,15,25,30,70,40,12,52,93,60,42,38,52,53,12,28,34,37,43,24
chr19:15530001-15530010,46,71,114,18,47,52,87,55,35,68,151,101,45,39,79,87,23,56,67,60,94,25
chr19:16296101-16296110,12,26,60,7,18,22,36,18,9,33,51,46,28,16,23,24,10,27,24,28,36,13
chr19:16607051-16607060,27,26,81,7,34,28,65,39,13,50,96,58,31,31,44,44,20,21,33,36,52,31
chr19:16607101-16607110,28,24,89,6,30,33,56,35,18,45,97,66,39,30,48,38,13,27,40,31,63,25
chr19:16607151-16607160,25,30,95,9,27,37,49,42,19,48,90,62,33,31,46,41,8,25,41,28,61,19
chr19:17326201-17326210,18,20,59,5,17,23,33,24,11,40,56,35,24,17,32,37,11,31,24,26,36,16
chr19:17378101-17378110,38,47,84,9,37,28,60,29,22,49,97,59,32,34,40,51,18,46,34,49,78,26
chr19:17420251-17420260,30,45,80,13,34,50,55,38,13,45,103,79,30,31,56,51,25,28,40,36,80,25
chr19:17420301-17420310,34,42,86,14,32,46,54,35,17,51,106,81,32,30,50,48,20,35,42,39,69,24
chr19:17530751-17530760,25,25,85,10,13,20,44,22,14,34,68,46,28,25,31,48,14,23,32,21,59,19
chr19:17666401-17666410,18,34,82,11,31,27,57,31,8,40,82,67,34,25,47,46,14,25,22,30,63,12
chr19:17858451-17858460,22,19,69,12,20,28,47,29,18,33,70,68,33,26,54,43,13,31,27,30,55,22
chr19:17970601-17970610,24,43,84,18,35,37,74,29,24,49,112,81,51,40,59,63,15,40,43,48,82,25
chr19:18208501-18208510,16,21,73,7,17,17,27,10,11,23,66,43,21,17,25,18,9,22,23,27,40,15
chr19:18434001-18434010,28,35,109,14,19,33,54,49,22,50,101,54,34,45,52,39,17,47,37,54,59,27
chr19:18434051-18434060,30,38,105,20,19,31,65,46,19,48,120,66,37,46,60,39,19,40,43,66,74,27
chr19:18439351-18439360,8,16,41,4,17,15,43,20,5,16,31,27,18,10,29,16,6,16,13,30,29,15
chr19:18439401-18439410,9,16,31,4,12,14,41,21,8,15,29,23,20,11,26,18,8,16,12,33,21,13
chr19:18668601-18668610,23,25,82,11,19,16,38,19,16,30,62,43,34,19,37,40,9,26,26,31,43,18
chr19:19249301-19249310,17,30,55,9,18,21,41,32,10,23,54,32,21,26,44,48,17,18,13,21,42,20
chr19:19249351-19249360,14,27,63,11,20,19,47,40,10,23,51,33,21,23,35,48,12,14,16,25,42,21
chr19:19729601-19729610,33,34,110,24,37,40,79,52,24,39,124,79,48,35,64,73,20,41,57,54,75,35
chr19:19729651-19729660,34,31,102,21,30,31,67,58,21,44,105,58,44,27,59,71,12,45,42,52,67,28
chr19:19844001-19844010,13,17,53,6,12,31,45,25,4,33,54,33,27,13,45,31,7,12,24,11,41,7
chr19:19887301-19887310,33,50,91,18,45,41,94,69,41,56,107,67,55,41,90,130,22,39,33,54,65,28
chr19:19887351-19887360,36,40,90,19,47,43,102,74,36,58,111,60,64,36,84,126,21,34,42,53,62,29
chr19:19932551-19932560,22,31,78,8,32,38,82,43,14,31,101,67,56,20,73,73,15,26,34,27,58,13
chr19:19932601-19932610,21,38,67,8,32,34,75,40,9,28,91,61,47,18,66,79,11,28,36,30,57,16
chr19:19976601-19976610,22,20,37,10,28,24,83,44,15,29,75,38,34,16,72,55,10,12,18,28,34,16
chr19:19976651-19976660,22,17,39,11,29,18,79,35,14,40,69,36,41,19,63,56,10,18,22,25,26,17
chr19:20011651-20011660,15,21,61,9,16,13,56,28,15,27,52,33,38,20,38,66,7,9,15,23,46,11
chr19:20011701-20011710,15,18,63,6,17,14,52,27,17,26,56,40,35,21,41,63,8,10,15,26,39,11
chr19:20150351-20150360,14,18,73,12,36,20,73,41,14,23,81,38,37,9,51,59,8,10,33,18,38,15
chr19:20277901-20277910,13,16,43,8,16,15,43,29,13,13,75,45,17,8,37,37,5,6,31,16,32,13
chr19:20277951-20277960,15,18,44,7,20,15,34,27,11,19,69,40,22,7,34,39,5,11,31,17,35,11
chr19:20278001-20278010,15,21,54,6,27,15,53,38,11,23,76,48,28,10,39,52,4,13,28,17,35,8
chr19:20607751-20607760,18,15,35,9,25,13,64,42,11,15,79,29,17,13,45,54,5,9,9,13,21,8
chr19:20607801-20607810,14,25,35,6,26,17,60,50,14,14,68,27,13,13,47,54,5,10,9,15,27,11
chr19:20748601-20748610,9,25,44,15,31,19,67,38,11,24,87,35,42,17,58,59,8,17,14,17,24,6
chr19:20844401-20844410,23,26,50,15,29,19,60,46,15,29,83,47,30,13,54,70,6,15,24,20,31,10
chr19:20844451-20844460,22,22,54,18,22,18,49,44,16,29,88,47,28,12,46,67,7,15,26,19,33,10
chr19:20959001-20959010,29,35,82,10,26,22,77,47,12,39,92,46,41,18,55,71,4,19,33,30,49,17
chr19:20959051-20959060,24,24,64,8,22,24,75,43,12,38,84,34,41,15,46,69,3,15,24,22,44,12
chr19:20959101-20959110,23,26,50,13,22,22,76,52,12,36,79,44,45,14,57,76,7,18,23,16,28,8
chr19:21106001-21106010,23,24,46,14,30,23,87,46,11,31,109,32,39,18,49,75,7,11,28,24,44,16
chr19:21182601-21182610,9,23,39,6,32,20,66,43,7,25,72,55,49,14,50,88,8,4,23,18,34,19
chr19:21182651-21182660,11,29,52,7,47,30,79,66,12,28,107,59,48,16,56,99,12,7,36,24,37,25
chr19:21182701-21182710,12,22,43,5,40,27,77,62,13,29,99,39,46,9,52,92,10,5,36,25,33,15
chr19:21203351-21203360,32,44,55,10,45,33,107,63,21,43,98,57,64,23,79,93,9,21,34,24,48,15
chr19:21203401-21203410,26,51,65,11,45,35,113,71,21,43,107,66,65,30,101,101,9,23,34,29,60,10
chr19:21203451-21203460,40,30,58,10,49,29,105,62,19,38,79,32,59,26,89,96,13,21,34,27,39,8
chr19:21264901-21264910,21,12,26,7,27,26,67,21,17,44,53,41,31,13,36,84,14,30,21,17,27,5
chr19:21264951-21264960,27,10,27,6,27,26,73,23,16,36,50,49,34,14,40,83,10,28,17,11,28,5
chr19:21324701-21324710,22,32,32,11,28,17,62,41,7,20,70,29,22,9,60,67,9,19,22,16,30,9
chr19:21324751-21324760,19,38,54,16,21,22,78,44,7,31,76,32,30,13,57,79,6,21,29,24,35,17
chr19:21324851-21324860,23,18,35,16,17,22,67,29,10,26,51,28,34,18,55,81,10,18,20,15,23,11
chr19:21512151-21512160,23,19,32,9,32,28,73,40,12,28,90,31,31,23,44,71,8,30,18,11,27,14
chr19:21512201-21512210,19,18,41,9,31,23,70,43,10,27,92,32,37,16,48,74,11,23,20,19,31,20
chr19:21512251-21512260,19,22,44,11,28,18,59,38,7,19,83,28,36,15,45,66,5,23,18,15,25,17
chr19:21541751-21541760,18,13,38,5,27,26,68,24,12,25,78,26,39,23,55,72,4,13,20,11,17,10
chr19:21541801-21541810,17,10,20,2,28,29,72,29,9,29,63,22,30,20,51,81,4,14,20,12,18,9
chr19:21579801-21579810,19,34,55,9,32,17,83,46,18,32,85,46,48,13,71,92,8,10,32,27,47,14
chr19:21579851-21579860,23,30,65,9,38,32,97,47,24,41,113,50,53,28,71,113,14,17,36,23,54,16
chr19:21579901-21579910,25,30,41,11,34,30,101,59,26,34,108,44,51,24,75,103,10,20,24,26,46,22
chr19:21657601-21657610,15,15,25,6,12,19,21,29,6,9,41,22,31,8,15,38,10,6,15,14,26,9
chr19:21688351-21688360,26,30,68,13,31,36,79,57,14,39,120,49,57,26,60,109,13,25,36,32,67,24
chr19:21688401-21688410,35,26,58,7,31,31,70,42,17,44,92,33,49,28,45,119,12,18,31,23,48,15
chr19:21752101-21752110,27,41,26,6,26,53,28,41,7,30,115,50,53,8,25,90,9,17,28,33,67,23
chr19:21752151-21752160,23,39,27,5,23,43,35,44,11,32,112,49,59,10,18,85,9,18,37,38,65,17
chr19:21752201-21752210,25,34,19,2,25,30,25,44,11,17,91,48,61,11,14,82,8,12,36,35,63,20
chr19:21950401-21950410,23,21,44,11,28,22,65,39,14,23,71,27,41,23,47,89,10,16,19,12,24,11
chr19:22019051-22019060,25,34,61,9,32,38,78,57,19,41,111,46,53,25,83,91,13,13,32,28,40,19
chr19:22034901-22034910,35,31,36,11,25,21,84,55,11,37,111,33,43,28,74,102,15,18,22,26,36,20
chr19:22034951-22034960,27,19,37,11,16,21,64,45,9,29,96,36,30,25,62,76,9,13,21,26,33,22
chr19:22235201-22235210,10,17,37,6,18,12,60,34,10,17,72,23,32,8,40,78,3,6,21,14,20,8
chr19:22235251-22235260,10,24,39,7,22,13,70,41,14,12,77,27,39,7,40,73,5,6,20,17,25,8
chr19:23433251-23433260,39,55,85,18,66,51,141,83,25,65,158,78,69,32,94,158,15,22,50,55,72,34
chr19:23433301-23433310,38,44,67,16,56,38,117,57,15,51,128,53,57,23,100,122,12,24,44,41,53,25
chr19:23457051-23457060,21,30,49,17,27,27,91,50,9,31,124,39,49,20,74,113,4,18,22,23,42,10
chr19:23457101-23457110,24,40,66,13,25,29,89,47,11,29,115,43,47,19,71,112,9,18,25,20,39,16
chr19:23578251-23578260,31,39,48,18,46,29,103,48,11,40,119,36,58,18,77,124,7,26,17,23,36,13
chr19:23578301-23578310,27,40,62,22,44,27,112,55,14,42,152,47,59,26,85,120,8,25,34,30,58,16
chr19:23578351-23578360,21,36,65,25,28,24,99,44,13,36,133,47,41,20,69,96,9,24,41,24,63,17
chr19:23869951-23869960,28,33,48,16,37,39,78,54,20,42,91,44,47,17,75,102,13,24,14,17,32,20
chr19:23870001-23870010,25,41,52,14,34,35,81,52,21,38,103,42,49,22,73,119,13,25,21,27,35,18
chr19:23870051-23870060,21,29,35,12,31,34,83,44,13,29,89,41,60,22,65,105,13,28,23,26,32,15
chr19:23941701-23941710,15,21,48,6,44,32,112,55,15,33,102,42,58,21,71,122,8,13,32,24,33,15
chr19:23941751-23941760,17,31,48,7,43,25,106,60,18,40,121,47,61,19,76,117,10,15,41,29,45,19
chr19:23945701-23945710,11,20,45,8,29,16,94,42,12,30,89,39,42,13,52,82,4,12,24,15,41,12
chr19:23945751-23945760,13,27,43,6,27,25,104,53,15,28,99,39,45,17,54,93,6,14,22,12,39,9
chr19:24097601-24097610,21,28,53,15,33,21,92,36,12,40,91,39,45,20,55,77,12,20,20,27,30,15
chr19:24184101-24184110,64,61,60,31,50,117,79,59,38,95,77,59,80,59,75,99,28,31,67,85,77,58
chr19:24216201-24216210,20,36,56,20,41,38,121,56,19,68,143,53,63,26,66,125,13,27,27,35,49,22
chr19:24269901-24269910,17,32,60,10,25,35,55,46,6,25,85,41,48,18,50,64,6,16,21,16,28,15
chr19:24269951-24269960,20,36,57,11,34,41,62,45,13,31,94,47,58,21,62,70,7,19,24,19,30,16
chr19:24526201-24526210,51,38,45,24,39,50,52,41,31,41,57,41,51,29,68,64,24,21,42,46,38,41
chr19:24601701-24601710,15,1,2,9,14,17,28,22,18,20,2,2,29,14,32,24,8,5,0,5,9,1
chr19:24601751-24601760,20,3,4,9,11,18,28,23,17,24,1,3,30,15,33,24,7,6,0,5,9,0
chr19:24601801-24601810,18,3,3,9,10,16,27,22,17,20,2,3,27,15,26,23,8,6,0,3,6,0
chr19:27732001-27732010,590,118,196,302,293,493,566,475,463,554,261,212,990,345,722,705,187,207,176,256,228,180
chr19:27732051-27732060,817,172,260,437,476,651,887,754,628,760,365,303,1464,486,1116,1019,262,290,259,333,309,248
chr19:27732101-27732110,1028,197,294,533,568,722,1029,863,787,941,375,315,1631,611,1273,1123,349,335,262,324,333,265
chr19:27732151-27732160,1130,265,352,578,607,787,1084,887,868,1054,472,377,1539,679,1285,1136,372,353,329,398,423,326
chr19:27732201-27732210,1169,321,394,598,522,829,1002,797,906,1083,518,447,1434,684,1211,1054,357,384,369,441,486,339
chr19:27732251-27732260,1124,357,409,586,446,845,915,718,878,1052,560,480,1316,674,1117,986,357,401,424,473,520,371
chr19:27732301-27732310,827,221,250,438,339,623,715,540,660,763,320,304,1070,506,870,770,266,298,265,290,298,216
chr19:27733851-27733860,509,108,111,220,125,292,195,185,442,461,161,126,256,303,274,228,171,125,82,121,122,93
chr19:27736251-27736260,255,94,89,116,65,181,102,96,218,263,139,89,139,152,179,121,77,80,102,97,126,80
chr19:27736301-27736310,261,93,93,112,63,184,106,101,219,270,144,97,139,149,180,120,79,77,95,101,135,81
chr19:27736401-27736410,261,79,70,102,59,186,92,79,217,260,105,77,128,130,163,118,71,60,78,75,100,61
chr19:27736451-27736460,321,124,123,138,92,289,144,103,249,308,173,138,163,165,206,189,89,77,101,137,161,109
chr19:27736501-27736510,241,76,65,106,67,200,129,83,195,239,97,85,136,118,179,115,67,56,67,72,96,67
chr19:27738451-27738460,328,158,197,173,116,350,186,133,299,321,207,149,189,165,219,177,113,94,159,182,196,139
chr19:27738501-27738510,395,231,298,210,169,459,281,198,382,398,304,229,276,200,324,272,145,127,247,275,302,210
chr19:27738551-27738560,221,172,210,141,109,318,202,133,233,244,220,162,176,114,242,185,84,94,174,207,241,150
chr19:27760501-27760510,19,6,15,11,19,28,17,6,18,16,9,9,11,16,20,35,7,4,21,16,12,6
chr19:27769201-27769210,22,2,4,7,14,31,18,15,19,20,8,8,25,14,25,44,13,2,7,6,10,8
chr19:29704051-29704060,35,43,80,15,28,10,82,32,9,55,71,42,48,25,65,88,9,29,28,32,50,18
