450905-0,0B943B-0,7085CA-0,2AD75E-0,1A9B20-0,BAAF62-0,75A2B6-0,DF309F-0,0BF51C-0,B85D75-0,180E1A-0,82CCF5-0,3F05F3-0,40067F-0,0E1F8E-0,E9CFE0,F8FF1A,56E219,77DA77,22CBD6,4F2EAD,062CD8
chr3:42623551-42623560,66,43,37,27,88,24,89,82,21,32,106,39,40,36,62,134,18,27,40,46,63,33
chr3:42632251-42632260,92,66,47,22,108,44,119,98,25,48,136,71,58,42,62,145,24,41,60,64,91,45
chr3:42632301-42632310,66,71,56,21,95,42,100,85,15,50,138,58,60,45,56,126,26,39,57,64,85,42
chr3:42846001-42846010,64,41,41,22,86,40,96,78,22,39,101,33,58,39,70,146,12,36,53,48,67,29
chr3:42846051-42846060,63,38,30,19,79,38,76,73,29,38,93,36,54,43,63,131,16,43,56,42,67,27
chr3:43338351-43338360,21,16,12,7,37,13,38,35,6,16,79,18,15,14,26,52,8,7,9,14,20,14
chr3:43604301-43604310,5,6,14,3,4,1,7,7,5,0,18,5,2,3,7,6,4,1,20,17,10,20
chr3:43663551-43663560,113,79,45,26,93,44,102,74,31,52,126,57,65,62,70,163,35,59,45,65,86,55
chr3:43663601-43663610,123,74,58,18,99,64,101,84,30,50,102,53,70,60,78,151,35,67,57,68,93,70
chr3:44379901-44379910,83,59,48,30,106,50,111,88,35,50,142,44,56,49,73,154,26,47,52,51,80,44
chr3:44379951-44379960,101,56,46,34,111,50,115,93,28,57,148,44,52,48,74,155,27,49,54,54,87,56
chr3:44803151-44803160,48,32,32,20,58,38,45,50,12,32,71,27,28,31,40,63,9,22,35,38,48,19
chr3:44803201-44803210,53,31,21,23,59,31,39,46,9,31,58,22,19,25,30,70,7,21,32,31,43,17
chr3:45079351-45079360,24,15,19,10,28,12,43,25,9,11,36,11,22,19,30,46,6,17,22,30,29,10
chr3:45430001-45430010,52,35,40,10,47,32,59,37,17,23,88,27,30,20,35,79,8,22,28,41,64,15
chr3:46883301-46883310,7,3,18,1,5,2,8,4,1,1,18,10,6,5,5,2,2,4,22,35,19,23
chr3:46883351-46883360,7,3,23,1,6,2,8,6,2,1,21,12,5,4,5,2,2,5,24,38,25,24
chr3:47018301-47018310,69,43,36,20,58,40,64,57,12,31,111,38,37,17,36,53,23,43,47,44,54,25
chr3:47830751-47830760,26,32,14,12,18,11,26,18,9,14,43,13,22,18,28,31,15,9,9,13,21,10
chr3:48130501-48130510,84,71,35,26,75,51,85,51,22,51,103,46,51,48,44,94,23,44,50,45,78,35
chr3:48481651-48481660,48,45,23,19,47,24,38,34,16,32,88,26,37,27,37,56,16,33,29,33,52,16
chr3:48647151-48647160,35,34,26,17,35,16,35,22,6,20,47,28,24,14,24,46,9,28,22,26,45,21
chr3:48754701-48754710,49,35,35,13,49,30,52,32,9,29,109,41,28,21,33,41,6,26,28,41,56,25
chr3:48754751-48754760,53,41,36,10,45,28,53,29,13,28,92,29,31,22,34,48,8,30,39,40,56,30
chr3:48849851-48849860,21,13,14,9,32,11,29,14,7,7,46,8,10,5,21,26,3,8,17,10,18,6
chr3:48849901-48849910,23,14,17,7,32,8,29,18,5,8,59,10,11,7,18,27,8,8,23,9,17,10
chr3:49066851-49066860,42,30,18,9,34,25,47,30,13,24,55,23,32,28,30,47,4,23,24,24,37,18
chr3:49066901-49066910,42,37,23,9,36,28,47,32,12,22,56,25,31,35,38,44,10,24,29,28,40,19
chr3:49142201-49142210,36,27,25,13,30,25,30,24,10,14,48,21,21,16,24,29,7,16,22,26,40,12
chr3:49142251-49142260,32,34,26,13,35,26,31,30,5,19,49,22,24,23,30,28,7,19,34,33,42,14
chr3:50126351-50126360,36,31,19,12,43,22,52,25,9,23,51,23,16,23,28,34,7,19,20,27,32,10
chr3:50273451-50273460,110,104,81,33,106,42,107,78,24,55,201,64,68,71,87,101,28,69,72,85,123,57
chr3:50606601-50606610,54,39,31,18,58,33,66,36,15,33,70,27,48,35,32,56,13,28,24,26,53,21
chr3:52570501-52570510,74,75,42,19,52,46,83,55,17,57,116,36,52,55,63,86,24,41,51,53,69,33
chr3:52570551-52570560,69,78,40,18,62,50,97,55,20,51,117,38,48,36,75,87,20,37,64,42,75,34
chr3:52719901-52719910,63,48,32,14,46,40,52,43,17,34,85,30,30,36,40,54,18,25,30,35,55,17
chr3:53381601-53381610,63,52,30,17,62,35,91,60,11,33,75,33,35,33,53,86,17,35,28,29,55,22
chr3:53381651-53381660,72,54,34,24,71,37,78,69,18,43,89,35,38,36,59,84,15,39,32,42,74,26
chr3:53381701-53381710,67,47,32,21,70,31,69,66,20,43,67,34,30,34,53,93,14,42,24,45,65,25
chr3:53925951-53925960,72,60,45,26,96,48,111,83,24,42,139,27,61,74,53,179,15,35,43,55,78,32
chr3:56528901-56528910,15,12,4,6,23,8,23,17,7,8,37,11,12,9,16,28,5,5,9,9,19,4
chr3:56591151-56591160,63,34,40,22,67,33,71,65,32,20,90,34,29,43,45,107,20,32,29,36,49,25
chr3:56627701-56627710,8,14,8,8,32,7,39,26,3,6,38,10,11,7,14,34,4,2,9,12,17,8
chr3:56818051-56818060,42,26,29,11,59,29,69,48,8,18,69,29,20,21,39,63,10,24,26,13,32,15
chr3:58291951-58291960,68,57,36,23,90,39,85,81,22,47,109,42,45,48,57,122,30,46,45,41,77,24
chr3:58292001-58292010,63,45,33,25,83,45,92,80,23,39,86,34,41,48,65,127,28,40,45,31,64,19
chr3:58419551-58419560,61,58,37,22,95,38,117,82,19,42,84,33,37,58,64,137,18,41,48,38,70,29
chr3:58419601-58419610,60,54,33,22,77,28,102,70,19,32,87,23,21,49,64,107,17,30,34,35,57,34
chr3:59035801-59035810,43,26,27,20,45,24,70,47,6,12,62,17,24,24,48,93,8,22,23,24,38,22
chr3:59437251-59437260,43,25,29,15,100,23,81,75,10,19,92,39,27,21,46,111,13,16,20,17,34,13
chr3:59996651-59996660,37,30,16,13,81,16,91,79,10,18,84,29,36,22,46,100,14,11,21,23,36,14
chr3:59996701-59996710,38,32,16,14,86,16,85,86,7,18,92,27,33,19,53,100,14,12,30,24,51,16
chr3:59996751-59996760,49,44,19,16,87,20,90,85,7,23,103,33,27,24,51,103,11,12,33,22,63,20
chr3:61235801-61235810,52,55,22,17,87,14,101,78,11,32,83,36,32,39,48,104,16,20,20,28,50,19
chr3:61235851-61235860,61,67,27,24,85,29,105,89,8,38,104,37,35,38,55,117,24,23,29,36,56,21
chr3:61237151-61237160,96,54,57,32,96,47,95,104,20,47,136,37,40,50,70,167,17,41,48,48,64,25
chr3:61237201-61237210,83,55,61,31,91,40,102,94,20,43,137,47,37,59,62,169,17,38,53,47,82,19
chr3:64009201-64009210,44,45,30,11,75,28,79,68,11,20,65,29,44,31,53,117,11,24,23,28,45,18
chr3:64009251-64009260,38,48,33,9,72,27,88,62,11,21,61,24,48,35,54,108,8,18,34,29,54,14
chr3:66271201-66271210,66,40,36,24,129,44,130,102,19,51,126,34,30,49,90,149,31,26,46,40,72,24
chr3:66271251-66271260,60,45,39,21,137,51,135,116,21,50,153,33,38,53,110,170,37,27,50,47,83,32
chr3:66271301-66271310,68,47,42,20,132,55,141,99,22,51,156,37,35,54,97,180,32,31,46,54,85,34
chr3:66271351-66271360,71,57,48,24,127,53,133,99,22,59,141,50,50,55,97,188,26,33,48,56,77,37
chr3:67048501-67048510,114,78,86,56,215,61,220,202,44,73,210,70,73,108,147,321,15,66,81,77,114,60
chr3:67048551-67048560,123,86,92,46,227,63,241,226,41,82,237,68,73,116,174,351,19,74,98,83,127,65
chr3:67048601-67048610,120,87,90,46,229,67,239,215,35,86,236,69,74,111,163,367,24,82,83,77,127,58
chr3:67048651-67048660,134,93,84,52,216,56,214,208,31,88,251,63,81,106,155,353,22,89,89,74,127,57
chr3:67998601-67998610,15,10,6,5,57,7,55,43,6,16,23,6,14,12,15,52,4,7,15,5,12,3
chr3:67998651-67998660,18,12,13,6,54,6,50,56,7,22,29,12,11,16,22,55,5,9,14,10,12,6
chr3:67998701-67998710,15,9,10,9,48,5,45,39,6,18,27,16,13,13,17,50,4,9,17,13,12,5
chr3:68106951-68106960,15,26,14,10,102,12,100,102,12,28,58,25,16,18,27,135,3,18,24,26,36,12
chr3:68107001-68107010,21,21,13,14,98,15,100,100,16,30,73,22,21,18,32,128,5,13,21,22,37,9
chr3:68107051-68107060,16,17,7,12,84,15,83,85,13,29,54,21,19,15,32,113,6,14,20,13,32,10
chr3:69101401-69101410,57,41,33,25,104,41,119,108,19,36,96,39,25,40,51,141,15,36,39,31,65,21
chr3:69107801-69107810,14,11,2,2,38,13,31,28,4,7,29,12,6,15,15,35,4,2,5,9,10,8
chr3:69129501-69129510,35,38,21,11,55,34,71,69,17,25,83,28,26,30,41,93,8,23,23,32,48,20
chr3:69129551-69129560,44,33,29,12,41,28,58,69,13,26,102,32,29,26,38,66,10,28,25,25,64,15
chr3:69134001-69134010,57,50,26,16,87,28,73,86,17,39,94,36,34,33,46,144,7,23,29,33,61,33
chr3:69355701-69355710,20,18,12,8,31,14,27,29,9,12,32,15,16,10,32,44,5,8,12,24,30,11
chr3:72496351-72496360,54,52,39,33,65,47,76,67,28,36,153,38,46,53,46,94,26,39,49,61,94,33
chr3:72496401-72496410,56,58,41,32,69,45,72,63,31,35,152,39,46,41,51,94,26,38,54,53,94,25
chr3:72897651-72897660,34,34,32,18,57,26,51,50,15,20,56,21,29,34,40,91,10,24,21,19,47,18
chr3:73045951-73045960,78,68,31,28,101,51,96,68,14,34,123,60,46,51,62,169,19,25,43,36,75,30
chr3:73159901-73159910,236,38,16,31,175,46,197,78,10,75,58,23,103,114,135,143,33,82,24,25,40,13
chr3:73159951-73159960,301,70,33,41,245,78,267,109,20,98,104,41,126,160,190,206,42,108,33,51,80,21
chr3:73160001-73160010,311,72,33,38,247,83,280,117,18,95,91,40,125,160,193,207,42,111,29,45,69,16
chr3:73160051-73160060,325,84,35,42,249,79,281,121,21,95,97,38,132,165,194,209,45,114,38,43,70,15
chr3:73160101-73160110,322,87,42,49,250,80,286,129,22,96,103,35,134,159,205,211,44,117,42,52,76,20
chr3:73160151-73160160,201,38,19,28,162,38,186,74,6,62,37,17,94,95,131,142,31,77,18,24,34,8
chr3:73160201-73160210,168,38,18,23,112,23,136,50,4,56,37,17,72,77,93,105,25,62,18,23,32,7
chr3:75484351-75484360,63,51,33,23,61,27,66,53,7,41,107,38,26,61,37,84,20,30,44,53,57,35
chr3:75484401-75484410,101,77,54,39,88,42,103,81,17,70,143,65,50,94,69,149,36,55,61,76,101,47
chr3:75484451-75484460,68,22,20,24,60,25,77,54,11,48,66,21,36,67,43,128,26,41,23,21,36,11
chr3:81810401-81810410,199,113,84,58,257,91,277,253,38,105,259,101,85,169,222,450,44,115,96,95,144,62
chr3:81810451-81810460,198,102,85,59,292,89,303,269,45,106,260,96,89,173,241,495,48,124,79,92,152,64
chr3:87276401-87276410,68,66,40,28,154,43,146,115,28,45,111,35,45,60,91,226,22,30,43,31,54,22
chr3:87276451-87276460,57,61,38,31,164,51,147,121,22,52,113,42,52,55,98,238,21,36,55,34,66,24
chr3:87399951-87399960,16,22,8,8,30,8,22,25,6,12,40,12,17,11,28,32,10,11,13,19,20,8
chr3:88108201-88108210,219,150,104,90,369,131,382,339,70,131,398,138,117,189,269,570,68,130,129,138,212,87
chr3:88198851-88198860,75,50,32,23,200,35,162,137,23,36,169,49,56,55,100,257,22,28,37,37,51,31
chr3:90392801-90392810,39,4,2,7,15,9,14,19,7,19,4,1,9,15,12,28,2,11,1,2,2,2
chr3:90447951-90447960,30,39,34,14,21,15,32,16,19,16,41,36,32,16,20,25,11,13,31,30,36,27
chr3:90457651-90457660,35,5,5,7,25,8,31,17,22,7,8,9,26,10,22,32,6,10,6,7,7,5
chr3:90461601-90461610,24,3,6,9,16,12,15,13,16,15,7,5,25,10,15,20,7,5,5,9,8,4
chr3:90472601-90472610,17,15,10,7,9,10,17,6,11,4,9,10,14,12,7,6,9,6,10,18,11,14
chr3:90487251-90487260,20,10,11,9,12,2,15,12,14,9,6,8,27,9,11,17,6,3,8,15,11,9
chr3:93698851-93698860,117,95,78,68,265,78,273,210,32,80,263,89,75,114,164,400,45,61,103,109,153,65
chr3:93698901-93698910,150,123,113,73,330,120,318,239,47,112,346,105,98,152,219,475,53,87,128,135,195,83
chr3:93698951-93698960,138,104,71,56,264,95,262,182,46,97,266,86,86,120,167,430,42,76,85,88,138,57
chr3:93723351-93723360,12,10,7,7,30,7,26,26,4,7,43,12,16,5,23,35,6,8,8,8,16,11
chr3:93781801-93781810,97,46,42,27,181,52,152,145,26,59,143,41,61,68,96,229,20,25,40,39,67,34
chr3:93781851-93781860,88,42,40,30,173,38,145,132,27,58,145,40,56,64,93,217,17,26,34,33,64,19
chr3:96336651-96336660,45,80,34,10,32,71,25,15,10,27,97,24,11,11,24,29,6,22,59,48,68,44
chr3:97438201-97438210,12,14,12,6,39,5,31,26,8,4,52,13,15,9,22,45,5,13,13,8,21,10
chr3:97483351-97483360,45,47,21,22,139,34,123,124,11,36,118,29,44,49,81,183,12,30,32,15,39,17
chr3:97483401-97483410,39,46,20,24,141,34,118,141,13,36,105,33,40,51,82,189,12,32,32,18,41,15
chr3:97483451-97483460,39,45,20,25,127,27,115,130,13,37,93,34,36,47,72,181,8,29,31,17,36,15
chr3:97483501-97483510,41,44,21,24,127,28,121,127,16,39,93,34,36,48,74,183,9,28,31,18,37,15
chr3:97483551-97483560,40,49,27,27,131,32,124,125,21,40,107,41,39,52,77,194,12,32,40,17,41,23
chr3:97483601-97483610,36,42,21,25,126,24,120,127,20,38,87,28,24,45,74,191,10,22,30,19,36,22
chr3:97540801-97540810,115,79,58,34,260,62,219,187,38,62,195,67,78,69,136,335,23,60,74,73,112,51
chr3:97540851-97540860,115,71,36,35,218,57,205,171,28,59,171,52,75,61,124,331,32,49,50,61,78,50
chr3:97629601-97629610,31,16,8,19,85,18,58,58,13,25,46,11,21,31,38,83,9,14,9,9,18,6
chr3:97629651-97629660,33,18,10,19,87,21,66,62,14,26,48,9,21,27,42,91,10,15,7,10,16,7
chr3:97629701-97629710,30,18,10,19,83,19,62,57,14,25,45,8,22,28,35,88,10,14,5,10,16,6
chr3:97629751-97629760,28,16,7,18,78,19,56,53,15,23,44,9,20,27,35,87,10,13,5,11,14,7
chr3:97629801-97629810,30,13,7,15,70,20,61,53,15,21,47,12,17,25,31,83,10,12,6,10,18,7
chr3:97629851-97629860,28,22,7,15,66,22,58,53,13,26,45,14,23,25,30,93,10,12,8,14,24,11
chr3:97629901-97629910,28,19,8,11,63,19,59,47,15,21,41,18,28,20,26,79,14,11,8,12,19,10
chr3:97690851-97690860,78,39,33,22,151,50,145,143,32,51,124,41,55,72,94,206,15,41,33,35,51,26
chr3:97690901-97690910,67,33,31,25,152,41,154,127,37,52,114,34,49,68,92,206,15,45,30,34,44,22
chr3:97758351-97758360,49,40,32,29,158,36,121,152,29,42,143,31,33,53,82,145,20,28,38,30,59,12
chr3:97758401-97758410,53,41,28,31,154,35,115,143,29,39,127,32,31,56,82,138,17,29,34,23,53,14
chr3:97758451-97758460,54,43,27,32,150,36,115,142,29,40,129,30,32,54,84,140,17,30,35,23,53,14
chr3:97758501-97758510,53,43,28,31,156,37,118,145,28,42,135,31,35,54,79,139,18,34,38,23,59,12
chr3:97758551-97758560,55,47,37,32,143,44,121,142,31,44,142,41,38,59,90,144,16,37,43,31,73,16
chr3:97758601-97758610,44,34,30,25,103,42,69,94,19,33,138,33,29,44,62,91,10,26,49,24,73,20
chr3:98241751-98241760,157,95,68,55,284,80,267,275,38,95,269,84,88,141,172,401,28,72,75,80,146,60
chr3:98241801-98241810,170,125,88,59,315,102,273,288,49,109,295,98,106,162,191,439,31,76,102,104,169,77
chr3:98241851-98241860,130,128,100,59,314,81,281,282,41,105,302,106,104,141,209,455,37,82,113,108,180,70
chr3:98312501-98312510,60,51,29,27,144,32,153,120,22,22,100,38,36,37,85,222,10,33,33,37,52,19
chr3:98620601-98620610,98,91,68,58,199,52,214,167,33,71,216,72,70,83,157,334,38,68,79,61,130,45
chr3:98620651-98620660,90,94,82,65,211,58,241,175,31,63,241,72,78,89,168,359,38,85,83,71,136,55
chr3:98620701-98620710,82,94,78,63,181,66,200,179,34,53,233,64,73,84,150,339,43,81,75,81,131,52
chr3:99536651-99536660,76,46,27,32,156,36,163,128,25,44,139,42,55,44,104,284,17,38,46,45,65,28
chr3:99536701-99536710,94,63,27,37,192,44,194,158,31,63,180,56,73,60,130,329,19,47,63,48,72,34
chr3:99536751-99536760,86,48,25,33,166,35,145,139,23,45,114,43,60,55,123,278,17,37,47,41,61,36
chr3:99595001-99595010,34,22,17,16,116,28,84,76,12,26,81,23,30,29,45,134,10,14,17,27,43,10
chr3:99595051-99595060,24,24,11,10,97,22,67,72,13,20,57,26,27,27,44,117,10,14,14,18,38,12
chr3:99979651-99979660,104,93,71,40,237,76,185,209,47,77,255,86,64,97,184,325,38,68,91,70,171,50
chr3:99979701-99979710,99,105,79,39,244,84,201,237,45,83,266,90,73,122,186,339,37,71,84,73,162,44
chr3:99979751-99979760,112,105,86,31,210,84,200,204,37,79,251,84,81,114,174,320,39,70,88,87,127,55
chr3:100120001-100120010,123,70,64,44,211,64,216,188,38,71,180,63,67,75,131,340,35,65,56,63,77,52
chr3:100120051-100120060,132,75,56,55,236,66,236,200,30,77,185,54,71,83,153,353,37,78,59,63,85,38
chr3:100211351-100211360,38,19,19,16,56,20,51,50,12,19,61,24,28,31,56,88,10,20,21,21,38,18
chr3:100211401-100211410,40,25,13,16,49,20,47,48,9,19,54,17,26,28,43,76,7,15,19,15,39,15
chr3:100309551-100309560,17,13,11,10,34,15,27,32,7,10,36,10,18,13,23,54,6,15,16,16,21,14
chr3:100428201-100428210,117,62,59,38,169,53,118,123,33,55,155,54,64,88,106,199,32,53,83,80,110,58
chr3:101237401-101237410,18,19,16,14,66,15,57,68,15,25,72,23,17,16,35,60,8,4,17,15,29,12
chr3:101237451-101237460,27,16,16,14,52,12,50,60,9,22,64,17,13,17,34,60,8,5,13,20,27,10
chr3:101280601-101280610,40,36,18,29,76,42,90,83,9,30,79,34,26,36,50,138,11,12,34,23,59,15
chr3:101280651-101280660,40,40,13,26,82,38,92,89,15,31,92,32,28,36,58,129,9,11,38,24,56,21
chr3:101280701-101280710,54,42,24,28,94,36,115,114,18,28,101,32,38,47,73,161,12,19,39,27,54,28
chr3:101280751-101280760,53,33,15,19,90,21,102,98,18,23,73,18,34,34,66,138,12,21,26,20,36,12
chr3:101292951-101292960,130,88,78,48,211,72,183,185,39,80,227,83,71,87,98,270,42,66,89,70,116,44
chr3:101405601-101405610,64,64,33,18,122,24,101,111,25,35,120,38,48,44,76,152,18,27,33,36,66,20
chr3:101412601-101412610,16,7,6,7,20,5,13,20,2,7,20,10,11,10,19,28,3,9,11,10,15,4
chr3:101441401-101441410,16,12,6,4,32,8,22,27,3,12,19,8,8,6,16,33,4,1,8,9,17,4
chr3:101443501-101443510,86,56,30,35,200,49,207,196,39,46,161,39,54,82,104,285,27,40,43,37,73,24
chr3:101443551-101443560,84,52,27,34,188,47,204,194,36,44,158,38,53,79,97,272,27,41,44,38,68,19
chr3:101443601-101443610,83,56,29,29,186,45,211,198,38,43,158,39,51,76,96,276,29,41,44,39,68,22
chr3:101443651-101443660,89,56,35,29,204,46,215,208,42,47,170,43,53,80,101,293,31,44,53,43,71,24
chr3:101443701-101443710,93,74,40,37,223,50,240,227,41,59,211,60,82,93,118,325,40,54,72,62,107,29
chr3:101443751-101443760,80,58,34,35,194,45,201,207,30,65,174,54,73,77,116,298,36,40,63,53,83,33
chr3:101498001-101498010,75,71,37,43,217,57,229,208,40,69,185,53,58,79,138,277,26,48,57,46,80,37
chr3:101498051-101498060,84,74,38,53,275,65,248,236,44,83,178,43,58,93,147,312,31,49,60,52,80,41
chr3:101498101-101498110,81,63,38,45,247,61,226,205,34,72,128,34,49,87,132,311,23,45,48,47,61,33
chr3:101498151-101498160,84,61,33,43,235,63,216,200,33,74,122,32,52,82,129,303,22,43,45,40,65,30
chr3:101498201-101498210,92,64,35,44,234,60,222,207,33,69,117,38,56,86,131,303,23,46,42,40,66,29
chr3:101498251-101498260,95,68,33,45,249,63,248,207,38,80,134,49,64,84,145,318,22,50,57,49,77,38
chr3:101522201-101522210,32,25,19,7,63,19,57,48,13,15,80,15,19,26,35,75,5,11,13,19,35,20
chr3:101522251-101522260,29,20,11,3,48,15,34,38,14,12,38,12,13,11,34,58,5,9,16,14,23,10
chr3:101546801-101546810,48,29,19,18,91,16,118,101,11,29,86,30,28,32,61,137,9,30,17,22,33,14
chr3:101776851-101776860,25,22,12,4,66,11,68,45,7,16,51,14,16,21,27,65,6,12,13,17,17,10
chr3:105472101-105472110,35,31,20,19,127,19,129,117,18,37,99,23,22,34,50,162,17,21,31,17,46,13
chr3:105587951-105587960,129,107,77,53,258,80,293,236,59,95,312,95,77,116,152,406,41,85,88,108,183,47
chr3:105588001-105588010,128,91,63,48,317,66,300,262,57,87,234,80,86,112,177,451,41,89,50,88,147,35
chr3:105895701-105895710,31,25,15,13,76,12,71,76,12,18,72,21,20,21,44,147,12,17,24,14,38,9
chr3:105895751-105895760,28,32,22,12,83,15,97,86,10,21,85,28,21,23,49,164,9,15,25,18,43,19
chr3:105895801-105895810,25,30,15,14,70,16,86,73,9,15,84,26,22,29,42,147,6,11,23,15,40,16
chr3:105895851-105895860,25,23,11,12,75,12,75,69,5,18,75,22,18,24,46,120,8,14,18,15,38,15
chr3:107318151-107318160,29,21,12,10,72,11,91,74,16,14,42,15,22,21,45,89,3,12,12,22,31,11
chr3:107846301-107846310,36,33,11,5,54,11,68,57,5,25,68,13,14,9,23,78,4,7,13,12,25,14
chr3:107941351-107941360,88,62,50,38,174,44,169,175,32,41,163,69,50,63,88,239,29,38,58,73,104,40
chr3:107941401-107941410,84,76,55,35,182,49,173,170,26,54,171,75,58,60,100,247,31,33,60,64,95,42
chr3:108308401-108308410,79,55,30,23,152,49,140,129,25,41,138,52,42,71,101,211,19,39,39,28,61,20
chr3:108321601-108321610,12,13,11,10,61,10,54,57,11,18,67,15,15,17,31,50,2,9,10,10,25,3
chr3:108340501-108340510,4,9,18,5,11,0,9,4,8,2,25,14,8,5,2,10,1,3,35,39,24,35
chr3:108381151-108381160,13,15,12,10,31,13,26,23,6,8,23,11,15,10,24,28,6,7,13,8,12,7
chr3:108381201-108381210,12,14,7,6,32,12,29,16,6,6,33,17,12,10,23,31,8,9,15,14,12,5
chr3:108525351-108525360,30,29,17,17,90,19,97,85,10,34,117,28,29,17,44,124,11,19,31,27,43,22
chr3:108525401-108525410,20,32,24,20,100,13,111,95,7,36,137,28,30,21,51,152,9,20,30,27,44,20
chr3:108525451-108525460,26,31,24,20,89,11,111,96,10,38,155,36,21,25,52,144,15,17,25,23,43,18
chr3:108537451-108537460,18,15,9,11,39,9,46,43,9,10,53,16,10,13,18,55,3,6,9,10,24,3
chr3:109525901-109525910,39,24,16,12,72,27,61,58,9,22,78,25,17,23,33,75,8,12,18,22,36,18
chr3:109525951-109525960,39,27,24,10,74,21,68,66,12,23,76,23,17,23,30,73,8,10,22,26,33,14
chr3:109526001-109526010,43,26,14,9,63,13,63,51,15,21,66,19,15,20,37,76,9,13,23,21,32,13
chr3:111111801-111111810,22,8,8,4,34,5,35,32,3,6,41,5,9,9,28,46,1,10,9,6,9,9
chr3:111111851-111111860,23,10,6,4,38,6,32,27,5,4,40,5,11,11,23,39,4,9,12,4,14,9
chr3:111260901-111260910,26,23,12,9,73,14,70,60,15,15,77,23,22,14,24,97,7,11,21,25,24,18
chr3:111260951-111260960,27,22,14,7,86,13,79,59,9,14,95,25,22,16,25,89,8,12,19,21,34,14
chr3:111266751-111266760,23,24,19,14,98,19,102,88,20,24,96,25,24,24,49,132,12,15,28,24,43,13
chr3:111329201-111329210,20,18,11,14,80,15,82,66,10,17,68,14,23,19,35,105,8,5,20,14,22,9
chr3:111329251-111329260,20,21,11,14,80,18,67,58,13,20,75,14,22,21,33,123,11,5,18,14,27,10
chr3:111386851-111386860,47,31,33,16,104,32,114,107,19,28,94,28,33,48,72,151,11,15,27,26,49,22
chr3:111386901-111386910,42,36,32,22,114,34,115,114,19,26,132,42,37,50,78,185,12,25,38,34,66,31
chr3:111386951-111386960,40,38,37,23,113,33,108,113,16,20,123,43,36,42,76,176,16,25,33,33,62,26
chr3:111393451-111393460,76,55,34,32,241,62,249,202,41,66,176,62,47,72,114,294,18,48,44,48,61,35
chr3:111393501-111393510,75,60,31,28,235,63,237,184,35,53,177,61,52,66,110,297,19,41,48,49,63,35
chr3:111436551-111436560,18,23,15,9,46,13,26,30,6,12,38,15,14,8,33,42,6,9,17,17,23,11
chr3:111686701-111686710,18,15,17,8,21,8,21,26,8,10,39,12,12,8,26,29,6,11,11,9,21,7
chr3:111697801-111697810,76,61,44,33,172,52,179,178,25,40,182,50,48,56,99,238,20,33,49,51,83,25
chr3:111697851-111697860,77,51,47,31,166,55,177,162,25,36,167,47,56,54,93,230,16,30,46,46,75,28
chr3:111697901-111697910,81,37,32,25,169,47,156,158,22,30,130,54,56,61,95,259,18,36,42,40,59,25
chr3:111762651-111762660,20,14,14,9,55,9,29,53,8,14,50,24,22,8,22,57,5,6,6,19,32,11
chr3:111791501-111791510,4,3,6,6,47,6,33,36,5,3,20,9,10,18,20,43,3,3,11,3,11,3
chr3:111791551-111791560,9,5,7,7,56,8,48,48,12,6,33,11,13,19,23,53,3,4,14,4,16,4
chr3:111791601-111791610,11,8,5,7,61,8,53,53,9,7,28,9,13,19,25,58,3,5,14,2,16,6
chr3:111791651-111791660,11,7,4,7,58,8,48,48,9,7,26,8,13,15,27,53,4,5,14,2,16,5
chr3:111791701-111791710,12,6,3,4,50,6,46,45,7,6,26,9,10,14,24,45,3,5,12,2,14,4
chr3:111847951-111847960,18,14,20,6,71,12,82,72,8,18,77,18,17,17,25,74,8,7,14,16,27,7
chr3:112046401-112046410,8,13,16,4,46,6,33,26,6,14,44,11,17,10,14,35,1,7,14,9,32,9
chr3:112046451-112046460,10,19,13,7,41,6,29,32,7,10,39,11,13,8,18,31,3,10,8,6,29,10
chr3:112361951-112361960,30,19,8,8,43,11,40,30,12,14,45,19,24,7,36,47,4,10,17,13,25,9
chr3:112709751-112709760,46,21,19,15,82,26,88,80,8,20,74,23,25,26,53,124,12,26,26,21,34,23
chr3:112709801-112709810,52,19,21,13,86,28,92,87,15,24,73,24,33,31,45,126,14,35,25,21,39,20
chr3:112709851-112709860,54,14,20,13,84,26,88,86,12,23,64,20,31,30,44,136,10,36,23,19,31,18
chr3:112709901-112709910,55,16,22,14,86,26,86,80,11,23,57,22,30,31,41,130,9,36,20,19,41,17
chr3:112710001-112710010,54,23,20,14,95,30,97,87,15,26,55,22,29,34,39,125,11,34,25,18,40,17
chr3:112724751-112724760,15,13,10,8,66,9,70,57,15,12,46,6,13,6,24,79,4,4,12,12,14,6
chr3:112738351-112738360,57,21,18,23,105,31,109,94,28,37,71,25,35,15,47,148,10,25,25,24,48,18
chr3:112770251-112770260,23,21,16,12,42,9,40,42,8,12,60,15,17,15,27,56,8,8,18,22,28,6
chr3:112770301-112770310,18,17,21,11,39,11,44,50,10,12,34,12,17,14,31,58,7,3,11,12,24,7
chr3:113234001-113234010,55,60,45,32,172,43,173,176,33,42,139,47,49,47,91,237,26,33,56,50,98,41
chr3:113234051-113234060,61,60,40,25,151,45,154,146,23,32,146,43,44,43,65,207,24,31,60,46,102,52
chr3:113234101-113234110,44,41,23,23,152,35,142,124,20,35,98,38,43,36,64,191,22,29,50,34,65,44
chr3:113557601-113557610,22,23,14,20,54,16,49,50,6,9,54,18,14,19,27,75,8,16,22,20,36,18
